60,0025279256574
58,3784847492328
53,7652713552189
34,8735384607058
36,8588244833833
26,6416608140193
31,6270930749413
25,8109953447839
30,3437402634835
25,1271933773693
29,6748928289636
24,4538338997978
29,9512511292374
24,2520965204451
32,1546711345994
25,2874295173964
35,5415848542625
26,1463870027838
37,3304919685678
25,9700932911346
37,6972376083659
25,8908455003451
38,0871315443192
25,7549660980708
38,3827111741721
25,6400891202446
38,6863581967451
25,5274252057608
38,996889613922
25,4412094287716
39,348432096451
25,381046079347
39,7449447309127
25,3642365232646
40,1993364150126
25,3962748076518
40,7051795149472
25,4887630562986
41,2525546489842
25,6365777844752
41,8125374291493
25,8363179538761
42,3589662173702
26,0720468288677
42,864234965058
26,3427757218288
43,3205491506942
26,63460286211
43,7198244480019
26,9597009374108
44,0743704775969
27,2959211911472
44,3791629228763
27,6771664056944
44,659656889393
28,0471006927665
44,8945276412652
28,4976460609349
45,1342798534084
28,8755065374093
45,3129467040843
29,4287167872659
45,5459204507045
29,7596996252604
45,6646150500086
30,4761847725091
45,9274970325105
30,6840052153801
45,9717977382601
31,6083927803931
46,2885143628646
31,6834231611996
46,2693236695507
32,7119532013976
46,6061598719568
32,8310361588342
46,5999527417243
33,6793403340697
46,8615271106653
34,0146003948215
46,9363238377572
34,5398450602544
47,0834834562566
34,896182194056
47,17407767704
35,1210825685406
47,2216335453559
35,1025241669467
47,1809460260366
34,6833541081821
46,9802331901296
33,6110106958278
46,4904248281671
31,5096980910723
45,4889185780342
27,9309202480547
43,6257633532238
22,6430079341108
40,4522338570901
16,2585818936573
35,6478413926757
10,5812144439505
29,5861863561906
7,21498132733942
23,5010877535897
6,14496428361977
18,5422588801147
6,38566387470826
15,0436292101367
7,06357363732792
12,755871583942
7,72440128430823
11,3017265177746
8,21246781970858
10,3784727404237
8,51619565819692
9,78380328580588
8,67457246563506
9,39098212871612
8,73375734549876
9,12227902474787
8,73154707187599
8,93033278824711
8,69451248196494
8,78638610030864
8,6397268133011
8,67303592720453
8,57746749726007
8,57977292689114
8,51357385800936
8,50023933355046
8,45115717582843
8,43055435970834
8,39172843346827
8,36830332131077
8,33589870948551
8,31193585607139
8,28379567522295
8,26041253876003
8,23530262616355
8,2129996929058
8,19019119891444
8,16915108597184
8,14819247340269
8,12843977026186
8,10903336980622
8,09051850349831
8,0724540239794
8,05509632264175
8,03821504113894
8,02192422421643
8,00609955844909
7,9907860055774
7,97591278492536
7,96149207700319
7,94748042651702
7,93387503305352
7,92064671628603
7,90778631048506
7,89527240181856
7,88309355423401
7,87123284975403
7,85967847301732
7,84841632952979
7,83743505340161
7,82672249056849
7,81626804936641
7,80606102510711
7,79609169160623
7,78635049990097
7,77682857677788
7,76751733744976
7,75840870675735
7,74949492775877
7,74076865443803
7,73222285325146
7,72385083712112
7,71564621144724
7,70760288188957
7,69971502202677
7,69197706993907
7,68438370675768
7,67692984889868
7,66961063239721
7,66242140385602
7,65535770810613
7,64841527919017
7,64159003013134
7,63487804447888
7,62827556755172
7,62177899871977
7,61538488376707
7,60908990792915
7,60289088915924
7,59678477187801
7,59076862099602
7,58483961631287
7,57899504718693
7,57323230751518
7,56754889096625
7,56194238647539
7,55641047397091
7,55095092032601
7,5455615755186
7,54024036898849
7,53498530617927
7,52979446525532
7,5246659939813
7,51959810675883
7,51458908180543
7,50963725847468
7,50474103470238
7,49989886457782
7,49510925602851
7,49037076861516
7,48568201142888
7,48104164108628
7,47644835981588
7,47190091363259
7,46739809059341
7,46293871913176
7,45852166646564
7,45414583707517
7,449810171247
7,44551364368086
7,44125526215635
7,4370340662553
7,43284912613877
7,42869954137384
7,42458443980945
7,42050297649756
7,41645433265828
7,41243771468631
7,40845235319625
7,40449750210618
7,40057243775632
7,39667645806141
7,39280888169614
7,38896904731024
7,38515631277391
7,38137005445024
7,37760966649496
7,37387456018123
7,37016416324826
7,36647791927397
7,36281528706888
7,35917574009128
7,355558765883
7,35196386552358
7,34839055310372
7,344838355216
7,34130681046211
7,33779546897707
7,33430389196813
7,33083165126917
7,32737832890885
7,32394351669299
7,32052681579939
7,31712783638626
7,31374619721171
7,31038152526603
7,30703345541422
7,30370163005046
7,30038569876201
7,29708531800405
7,29380015078384
7,29052986635464
7,28727413991835
7,28403265233763
7,28080508985594
7,27759114382636
7,27439051044851
7,27120289051278
7,2680279891531
7,26486551560618
7,26171518297855
7,25857670802089
7,25544981090811
7,25233421502789
7,24922964677396
7,24613583534704
7,24305251256175
7,23997941265903
7,23691627212585
7,23386282951914
7,23081882529725
7,22778400165564
7,22475810236899
7,22174087263834
7,2187320589438
7,21573140890243
7,21273867113127
7,20975359511554
7,20677593108172
7,20380542987573
7,20084184284557
7,1978849217291
7,19493441854643
7,19199008549631
7,18905167485813
7,18611893889717
7,18319162977489
7,1802694994634
7,17735229966396
7,17443978172945
7,17153169659145
7,16862779469039
7,16572782591043
7,1628315395175
7,1599386841013
7,15704900752078
7,15416225685335
7,15127817834746
7,148396517378
7,14551701840611
7,14263942494096
7,13976347950532
7,136888923604
7,13401549769496
7,13114294116369
7,12827099229967
7,12539938827606
7,12252786513163
7,11965615775526
7,11678399987234
7,11391112403447
7,11103726160984
7,10816214277733
7,10528549652114
7,10240705062801
7,09952653168669
7,09664366508772
7,0937581750265
7,09086978450656
7,08797821534528
7,08508318817981
7,08218442247602
7,07928163653641
7,0763745475115
7,07346287141019
7,0705463231127
7,06762461638334
7,06469746388482
7,06176457719278
7,05882566681151
7,05588044219013
7,05292861173907
7,04996988284775
7,04700396190211
7,04403055430302
7,04104936448479
7,03806009593422
7,03506245121029
7,03205613196302
7,02904083895431
7,02601627207735
7,02298213037746
7,01993811207241
7,01688391457331
7,01381923450557
7,01074376772986
7,00765720936369
7,00455925380254
7,00144959474177
6,99832792519823
6,9951939375326
6,99204732347103
6,98888777412831
6,98571498003002
6,98252863113569
6,97932841686224
6,97611402610731
6,97288514727342
6,9696414682924
6,96638267665001
6,96310845941147
6,95981850324724
6,95651249445952
6,95319011900909
6,9498510625436
6,94649501042517
6,94312164776088
6,93973065943178
6,93632173012463
6,93289454436392
6,92944878654462
6,92598414096676
6,92250029187058
6,91899692347322
6,91547372000692
6,91193036575769
6,90836654510699
6,90478194257322
6,90117624285625
6,89754913088258
6,89390029185295
6,89022941129133
6,88653617509599
6,88282026959247
6,87908138158883
6,87531919843225
6,87153340806898
6,86772369910538
6,86388976087203
6,86003128348981
6,85614795793862
6,85223947612868
6,84830553097385
6,84434581646855
6,84036002776609
6,83634786126103
6,83230901467341
6,82824318713594
6,82415007928457
6,8200293933512
6,81588083326012
6,81170410472658
6,80749891535937
6,80326497476497
6,79900199465676
6,79470968896488
6,79038777395143
6,78603596832674
6,78165399337023
6,77724157305326
6,7727984341655
6,76832430644382
6,76381892270481
6,75928201897913
6,75471333464973
6,75011261259225
6,7454795993178
6,74081404511932
6,73611570421908
6,73138433491998
6,72661969975766
6,72182156565619
6,71698970408444
6,7121238912152
6,70722390808534
6,70228954075805
6,69732058048574
6,69231682387432
6,68727807304863
6,68220413581776
6,67709482584151
6,67194996279632
6,66676937254165
6,66155288728527
6,65630034574811
6,65101159332815
6,64568648226251
6,64032487178805
6,63492662829957
6,62949162550596
6,62401974458255
6,6185108743211
6,61296491127552
6,60738175990317
6,60176133270229
6,59610355034337
6,59040834179609
6,58467564444878
6,57890540422302
6,57309757567955
6,56725212211835
6,56136901566889
6,55544823737335
6,54948977726019
6,54349363440755
6,53745981699803
6,53138834236103
6,52527923700558
6,51913253664056
6,51294828618288
6,50672653975372
6,5004673606604
6,49417082136618
6,48783700344452
6,48146599751982
6,475057903193
6,46861282895142
6,46213089206371
6,45561221845767
6,44905694258269
6,44246520725477
6,43583716348463
6,42917297028913
6,42247279448437
6,41573681046174
6,40896519994616
6,40215815173621
6,3953158614262
6,38843853111079
6,38152636907083
6,37457958944234
6,36759841186608
6,36058306112149
6,35353376674078
6,34645076260781
6,33933428653818
6,33218457984406
6,32500188688108
6,31778645458043
6,31053853196442
6,30325836964738
6,29594621932126
6,28860233322759
6,28122696361518
6,27382036218502
6,26638277952246
6,25891446451738
6,25141566377318
6,24388662100503
6,2363275764278
6,22873876613513
6,22112042146932
6,21347276838349
6,20579602679617
6,19809040993947
6,19035612370103
6,18259336596066
6,17480232592264
6,16698318344328
6,15913610835601
6,15126125979274
6,14335878550382
6,13542882117591
6,1274714897489
6,11948690073235
6,11147514952199
6,10343631671632
6,09537046743464
6,08727765063581
6,07915789843934
6,07101122544811
6,06283762807371
6,0546370838647
6,04640955083753
6,03815496681101
6,02987324874452
6,02156429207942
6,01322797008476
6,00486413320733
5,99647260842511
5,98805319860606
5,97960568187057
5,9711298109589
5,96262531260299
5,9540918869029
5,94552920670799
5,93693691700279
5,92831463429734
5,91966194602248
5,91097840992969
5,90226355349532
5,89351687333004
5,88473783459201
5,87592587040567
5,86708038128397
5,85820073455594
5,84928626379829
5,84033626827162
5,8313500123613
5,82232672502221
5,81326559922894
5,80416579142944
5,79502642100458
5,78584656973074
5,77662528124939
5,76736156053911
5,75805437339561
5,74870264591427
5,7393052639811
5,72986107276748
5,720368876233
5,71082743663419
5,70123547404108
5,69159166586192
5,68189464637624
5,67214300627801
5,66233529222871
5,65247000642239
5,64254560616282
5,63256050345503
5,62251306461174
5,61240160987701
5,602224413068
5,59197970123808
5,58166565436168
5,5712804050448
5,56082203826269
5,550288591128
5,53967805269218
5,52898836378353
5,51821741688576
5,50736305606003
5,49642307691643
5,48539522663688
5,47427720405772
5,46306665981345
5,45176119655097
5,44035836921744
5,42885568543053
5,41725060593634
5,40554054516354
5,39372287188143
5,3817949099695
5,36975393930916
5,35759719680484
5,34532187754696
5,3329251361247
5,32040408810227
5,30775581166773
5,29497734946888
5,28206571064715
5,26901787308377
5,25583078587147
5,24250137202593
5,22902653145222
5,21540314417996
5,20162807388441
5,18769817170721
5,17361028039442
5,15936123876632
5,14494788653592
5,1303670694919
5,11561564506107
5,10069048826624
5,08558849809369
5,07030660428438
5,05484177456132
5,03919102230582
5,02335141469132
5,00732008128468
4,99109422312044
4,97467112225268
4,9580481517852
4,94122278637918
4,92419261323211
4,90695534352019
4,88950882429011
4,87185105078252
4,853980179165
4,8358945396454
4,81759264993169
4,79907322899838
4,7803352111121
4,76137776006279
4,74220028353962
4,72280244758414
4,70318419104305
4,68334573994106
4,66328762167909
4,64301067896393
4,62251608336202
4,60180534836766
4,58088034186759
4,5597432978806
4,5383968274435
4,51684392851673
4,49508799477297
4,47313282314139
4,4509826199704
4,42864200568437
4,40611601780547
4,3834101122255
4,36053016261519
4,33748245787284
4,31427369752422
4,29091098500241
